sequence,hf_prediction,hf_predicted_score
all time superstar 💪💪💪💪💪,1,0.9984363913536072
Love it❤❤❤,1,0.9982749223709106
Reminds me of Rodrick Hefffly singing,1,0.7948704361915588
Litterly still listening in 2023😂❤,1,0.8427670001983643
Me lol,0,0.7520767450332642
Someone from august 2023?,0,0.7018415331840515
Someone in August 2023,0,0.5596444010734558
😢2023 has come guys🎉😢,0,0.946962296962738
Me 2,1,0.8041243553161621
Nice bro i am from bangladesh i am ❤❤ comeing to visit to the canada brother ❤❤❤❤❤,1,0.9978045225143433
wow😆😆😆,1,0.9934980869293213
Today 😂,0,0.9780352711677551
Voderbalo,1,0.629677951335907
Vodai,1,0.7651068568229675
will meet my self in the comments at 2024,1,0.5467440485954285
Best Song Ever ❤❤❤❤❤,1,0.9983518123626709
was thinking that this song is singed by girl.,0,0.7952498197555542
Justin old vs 2023,0,0.6639085412025452
FAVV ERAAA😚,1,0.9941526055335999
Good song ❤❤❤❤,1,0.9981345534324646
love this songgg ❤,1,0.9973312020301819
My younger son most favourite,1,0.9871095418930054
This is the most goofy ah song ever made by child,0,0.9753717184066772
Kiska favorite song 😊,1,0.9862596392631531
"Time will pass, we will get older, but this song will remain in our heart forever. ❤",1,0.9627934098243713
It' really moving to hear the voice of Justin Bieber when he was still child.❤,1,0.9711723923683167
Good 🎉,1,0.9970634579658508
No need lofi version of this song !!!! 😊,1,0.9089081883430481
My boys all grown up😢😢😢,0,0.9857041835784912
Anyone noticed drake 🤔 hmmm,0,0.9885368347167969
hate growing up. Still listening to it in 2023 ❤️,1,0.9668519496917725
Love this,1,0.9979507327079773
BABY 💖🍼 BABY 🍼💖 BABY 🍼💖 BABY 💖🍼 BABY 💖🍼,1,0.9981374740600586
0:19,0,0.6514356732368469
think he' Quiting music for meantime.. Get well soon Justin..,0,0.9180325269699097
🫶🫶🫶🫶🫶,1,0.9841328859329224
2023 pog,0,0.5809126496315002
still hate this song to be honest,0,0.9970713257789612
Justin Bieber song fallen me in love always,1,0.9898454546928406
Cringe button 👇,0,0.9952065348625183
goood,1,0.9961434602737427
🥹✨🫂,1,0.9635488986968994
dumb,0,0.9925437569618225
Yeah,1,0.9861810207366943
"’ sorry for hating on you so much Bieber, baby is🔥🔥🔥",0,0.8439687490463257
Justin bieber up Terence are name my,1,0.7800913453102112
Who is watch in 2023,1,0.5970322489738464
thought that girl was from Game shakers,1,0.7441295981407166
woowAmzing music 2023,1,0.994736909866333
"Becoz my breakup in 2014, think this song also came at around same period.. Even love this song, would use to ignore... Becoz my breakup.... But amazing lyrics, music and everything.....",1,0.9317145943641663
Zesty festival is the first when did the when Signed sigma no,0,0.9464917182922363
From pakistan your song is very very famouse 🎉 and your song is wow osam🎉❤,1,0.99750155210495
2023 let' gather here,1,0.7884603142738342
Still masterpiece in 2023,1,0.9890168309211731
That humming at the first..want to hear again,1,0.9861931204795837
this song is most disliked song video.But why this song hated for no reason,0,0.9914973974227905
Who were the people to hate him at that time??,0,0.9707788825035095
Hellooooo,0,0.7575116157531738
is that girl is selena gomze,1,0.548699140548706
can' accept the fact that this song is going to be 13 years ago.,0,0.9383358955383301
10/10,1,0.9961201548576355
chillhood song and still listening❤,1,0.9947800636291504
2023🎶,1,0.7319931387901306
remember that when was 10yrs old age and used to sing this song in school ❤️❤️ remembering those days 😭😭😭,1,0.9689563512802124
Man used to wear supra back then because of him 🤣,0,0.9921428561210632
This man is full of emotions,1,0.7239375114440918
what the ..... DRAKE?? 1:15,0,0.9564369320869446
nice,1,0.9946029186248779
Are guilty pleasures really supposed to be guilty-feeling? Don' care. This song fucking bangs.,0,0.7245942950248718
remember when this song played at prom and some girl came up on the stage and rapped the whole verse,0,0.6096165180206299
2010: People come for the song 2023: People come for the views and likes,1,0.8261294960975647
My favorite song is timeless never get old ❤,1,0.9957208037376404
3 billion is coming 🥰,0,0.9913877248764038
baby baby oh like baby no like baby baby oh,1,0.939703106880188
"Nah don’ know why this is in my recommendation, will never like anyone that spits on his fans and puppies…",0,0.9848557710647583
"message to every person who has not yet converted to Islam Peace be upon those who follow guidance. how is your heart? How is your life? are you happy? Or worried? Or upset? Is your heart shaken between entering Islam and remaining as you are? am addressing your heart, which has something within it that wants Islam, but is hesitant and perhaps afraid. My brother, live the beauty of Islam, the sweetness of Islam, and the mercy of Islam. Isn' it time for your heart to wake up from its negligence? Is it not time for you to return to God, Lord of the worlds, by entering Islam? Or are you tired of the path of Satan and his disbelief, look at the light within you, and leave the dark side. Take the darkness out of your heart, and enter the light that leads you to the truth. Or did you hear the word Allahu Akbar Allahu Akbar in the call to prayer? Didn' you notice that God is greater than your worries, greater than everything, capable of changing the course of your life in the blink of an eye? Aslam, peace be upon you, rest and rest assured, and be happy, and your heart radiates happiness, mercy and satisfaction! My brother, God sent the Prophet Muhammad to all people, and he is the last of the messengers, so there is no prophet after him, and there is no happiness except in his religion, the religion of Islam. When was the last time you she would tears for fear of God, praying to Him to guide you to the right path? Have you forgotten God, God is one, one, there is no intermediary between you and God in the religion of Islam, so call upon Him whenever you want, for He sees you and hears you? Taste the sweetness of God' monologues in Islam; Because when you call upon Him in Islam, this is proof that you have removed from your mind the darkness that He has partner, for God has neither partner nor son, He is God the One who begets not and is not begotten, and there is no one equal to Him. invite you from my heart, which has known the sweetness of Islam and the mercy of Islam, to enter into it. ask God to open your heart to Islam, get up now, yes now, take bath and say: bear witness that there is no god but God, and that Muhammad is the Messenger of God. Feel these words, and you will feel comfort in your heart that you have not felt throughout your life.",1,0.9663221836090088
Who listening this song in 2023 August 🫵🔥,0,0.973026692867279
since 10 now 23 justin still that man,1,0.9454455971717834
5M more for 3B views.,1,0.5559085011482239
Justin Bieber you made my life better,1,0.9973627924919128
Here before 3Billion Views ❤❤,1,0.9954877495765686
"Yea, just checking. Still pice of shit.",0,0.9938456416130066
"Although he is young, he sings well and deserves 10 song points",1,0.9928986430168152
August 2023 this song will never get old,1,0.9894999861717224
Waw,0,0.5344452261924744
August 2023,1,0.5125284194946289
This song is so straight and like it,1,0.989224374294281
And we will never ever ever be apart,1,0.9721623659133911
Ever time❤,1,0.9960305094718933
Not coming back?,0,0.9698359966278076
Here before the 3 billion mark,1,0.6533642411231995
It' about to hit 3B,1,0.7535747289657593
nostalgia right here,1,0.9835683107376099
"The Biebs helped get me through the tough times in college. will never forget that it was his music playing in my car when someone rear-ended me on the highway on my way back from class. My car spun out across 4 lanes, but somehow no one else hit me and ended up on the side of the highway stunned but in one piece.",1,0.9004117250442505
live this song❤😊,1,0.997577965259552
Lisa blackpink audition song,1,0.6220937967300415
Great song. ❤️,1,0.997857928276062
Ngl thought this was girl singing this the first time listened to this without the video,1,0.5954300761222839
Hi,1,0.9539644718170166
2023 anybody???,0,0.7483426332473755
Who would expect this to be the 4th most disliked video?,0,0.9922309517860413
those small reindeer red cowards should not exist. swear they are bad luck.,0,0.9846860766410828
"(10 years ago) ""Who' Justin Bieber..?"" (now) *watches 5 times and know all the lyrics*",1,0.5543668270111084
Can’ believe drake was in this and never noticed,0,0.8966781497001648
Mujhe innocencettt Lovechahiye,1,0.984683096408844
But Aap Abhi se Border cross kr gaye Old age Think aapki,0,0.722977876663208
Still listening in 2023😊,1,0.9717310667037964
"to be honest its kind of mid, not too bad ig, i do not know.",1,0.9798250794410706
worst song ever.,0,0.9934889078140259
fav human ever,1,0.9959676861763
2010: baby baby baby 2015: sorry sorry sorry 2020: yummy yummy yummy 2025: ? ? ?,0,0.9730121493339539
2010:baby baby baby 2015:sorry sorry sorry 2020:yummy yummy yummy 2021:stay stay stay,0,0.9220190644264221
So cute ❤😮,1,0.9977182149887085
Who still here 2023,1,0.5581470727920532
will buy anything anyring like what can do for you just tell me😶,0,0.7768244743347168
Love you,1,0.9954769611358643
"will never forget hearing about justin bieber for the first time. was at neighbors house in the summer, and the one girl there had this song playing. she goes “this is justin bieber.” and reply with “he’ like 12” ( was 14) and she goes “no idiot, he’ 16.” immediately intrigued. 😂",1,0.864997386932373
SO IS GOD,1,0.9190037846565247
2023?❤,1,0.9959076046943665
Who knows Justin Bieber has Tik tok profile,0,0.5776457190513611
Wow,1,0.9392288327217102
wow,1,0.9867348074913025
You are really good person Justin Beiber. ❤❤❤❤,1,0.9973693490028381
30000..com.098,1,0.6169573068618774
😊💓💓💓,1,0.9981540441513062
Justin brought my oldest daughter nd som much closer. This wuz her dude nd as her dad wuz going to make her dream of meeting him reality. Ty JB for giving my baby dreams goals nd aspirations. We all got to have dream ya heard 🎉❤,1,0.9948794841766357
Any legendary people in 2023?,1,0.6828973293304443
Your are my sun justin bieber,1,0.9932975769042969
2023❤,1,0.9971197247505188
Lame song,0,0.9918757677078247
' 17 now still listening this masterpiece when first listen when ' 15 ..❤️,1,0.9963997602462769
"bit out of the way, but feel so happy to live in an era with Cr7, JB, Faker 💚💚💚🍀",1,0.9955106377601624
Any master piece in 2023,1,0.9037377238273621
My all time favorite song. Love you Justin. Greetings from India. ❤🇮🇳😘,1,0.9954953193664551
1:14 Should have changed the title to Justin Bieber - Baby ft. Ludacris and Drake🤣🤣🤣🤣,0,0.9953683018684387
The old good days,1,0.9700681567192078
One of the best song of all time and one of the greatest singer,1,0.9928513169288635
No matter how many years pass this song will always stay in our heart forever❤️✨,1,0.9955304265022278
2023?😂,0,0.9595000743865967
Ohhhh ahhhh you know you love me know you care just shout when ever and will be there you are my love you are my heart and we will never ever ever be apart,1,0.9886230826377869
really really miss this sm😢,0,0.9684961438179016
This song is very nice this song will stay in our hearts forever. love you jB 💕,1,0.9973717331886292
300cr.😮❤️‍🔥🤩,1,0.9915534853935242
love JB💜💜,1,0.9980608224868774
Who is listening to this song in 2023?,0,0.7642108201980591
"Oh-ooh-whoa-oh-oh-oh-oh Oh-ooh-whoa-oh-oh-oh-oh Oh-ooh-whoa-oh, oh-oh-oh-oh You know you love me (yo), know you care (uh-huh) Just shout whenever (yo), and will be there (uh-huh) You are my love (yo), you are my heart (uh-huh) And we will never, ever, ever be apart (yo, uh-huh) Are we an item? (Yo) girl, quit playin' (uh-huh) ""We are just friends"" (yo), what are you sayin'? (Uh-huh) Said, ""There' another"" (yo), and looked right in my eyes (uh-huh) My first love broke my heart for the first time, and was like (yo, uh-huh) ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine Oh, for you, would have done whatever (uh-huh) And just can' believe we ain' together (yo, uh-huh) And want to play it cool (yo), but ' losin' you (uh-huh) will buy you anything (yo), will buy you any ring (uh-huh) And ' in pieces (yo), baby, fix me (uh-huh) And just shake me 'til you wake me from this bad dream (yo, uh-huh) ' going down (oh), down, down, down (uh-huh) And just can' believe, my first love won' be around, and ' like ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine (Luda!) When was 13, had my first love There was nobody that compared to my baby And nobody came between us, nor could ever come above She had me going crazy Oh, was starstruck She woke me up daily Don' need no Starbucks (woo) She made my heart pound And skip beat when see her in the street and At school on the playground But really want to see her on the weekend She knows she got me dazin' Because she was so amazin' And now, my heart is breakin' But just keep on sayin' ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ' gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (gone, gone, gone) ' gone",0,0.7452102303504944
this lil mf had everyone in chokehold back then,0,0.807868480682373
Did you realize that Drake was in this music vid,1,0.6714886426925659
Poor Justin .Hitting on girls 2years oldler,0,0.9859448075294495
chat here me out,1,0.6279940009117126
Good morning Have Nice day,1,0.997660756111145
Old memories nice song❤,1,0.9977099299430847
In India the song is always in heart ❤️,1,0.995674192905426
Justin Bieber did you guys kissed at the last and thought you guys kiss cuz if you guys kissed will be like yeah Justin Bieber has girlfriend yeah Justin Bieber have girlfriend,0,0.712909460067749
Damn only years later realise drake is in this vid as well,0,0.8942715525627136
Thank god you cannot see the dislikes anymore,1,0.6558488011360168
It is so cool guess ' watching this.🎉🎉❤❤❤❤🎉🎉🎉😢🎉🎉🎉🎉🎉❤❤❤❤❤❤😊😊😊,1,0.9954462051391602
' still listing😍,1,0.9946237802505493
"When this song came out we were all at our best moments of our lives, we were happy and didn' know it.",1,0.9810744524002075
My sis likes you and she wants to marry you,1,0.9949109554290771
Boss dancer then and now,1,0.7387492060661316
Everyone just hanging up on teenager,0,0.9264866709709167
Best baby🎉,1,0.9981129765510559
goddamn hate this but why do come back to it 💀💀,0,0.9660705924034119
Drake what are you doing here?,0,0.9747042655944824
Anyone in 2023 😂!!,0,0.8271843791007996
"Ah yes, the good old days!",1,0.9877536296844482
"love you sir justin , and this music. This music are the reason why love you and got addicted to music thank you.",1,0.9963052868843079
’ rather listen to baby shark on repeat for 10 hours rather then hearing this shit just once 💀,0,0.720217764377594
This bring so many memories 😢,0,0.6219895482063293
How many international fans are here!??🤚,0,0.7610504627227783
never knew this was Justin Beiber song. thought it was chick singing.,0,0.7004481554031372
This song will never get old👍♥️,1,0.9978261590003967
"was afraid to listen to this song in public thinking people will make fun of me. But now as am older understand that was wrong, people were just jealous.",0,0.9123939275741577
😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,1,0.9949203729629517
Jb true star,1,0.9965217113494873
My God this is very good our MN,1,0.9977340698242188
Yeh,1,0.9624512791633606
Who is here in 2023 still enjoying ❤❤🎉,1,0.9982187747955322
Legend...... Listening this song after long time .... Best song of justin Bieber ever... #oldisgold ... Old vibes,1,0.9958339333534241
Justin Bieber has transcended almost 2/3 generations of people.,1,0.9700808525085449
"This is what made me fall in love with JB....no matter how old will get...when listen to this , will always feel like ' 13",1,0.9800214171409607
2023🇩🇿💚💚🇩🇿💚💚🇩🇿🇩🇿🖤,1,0.9689494967460632
Let' all agree that JB owned the whole world for some time with this song,1,0.9893293380737305
Your one of the best justin when am broken or lost come your video and song ❤❤🎉🎉😊thank you for inspiring the world amen ❤,1,0.9980819821357727
love him forever❤❤❤,1,0.998046338558197
mean kid was pushed out by major corporate figures. Not his fault he was kid with good vocals. Bad press and surrounding guess,0,0.970308780670166
This song is My world ❤.!,1,0.9982397556304932
You love me,1,0.9973790049552917
EieiwiJaj👇😍👇😍👇Fhdh❤️😍❤️😍🤣😍🤣❤️💔❤️😊💜💔❤️💔❤️💔❤️🤣👇🤣😍🤣👇❤️👇❤️😍❤️😍❤️😍❤️👇❤️💔❤️💔,1,0.9943971633911133
Its june 31 from india,1,0.5319315195083618
my favorite song am from bangladesh,1,0.9798198938369751
Why postpone your concert,0,0.756011962890625
cool😊❤,1,0.9982494711875916
2010: baby baby baby 2015: sorry sorry sorry 2020: yummy yummy yummy,0,0.8682909607887268
"This song summed up my 15/16 years of age self, same age as Justin, bless him! Such catchy tune ✨🤩",1,0.9958820343017578
Still listening in 2023,1,0.6099625825881958
Good song ever ❤️,1,0.9980673789978027
here after 13 years to still dislike it,0,0.9946960806846619
like if you are from 2023!!,1,0.6985861659049988
He' great at the vocals🤩 not the dancing😶,0,0.9739920496940613
13 years later and this song still sucks LOLOLOLOLOLOLOL,0,0.9919929504394531
That Is how headstart look like 🔥,0,0.9957324266433716
Makes me remember how everyone had death wish on Justin bieber back then,0,0.9802169799804688
Priyanka kanu ❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉❤❤❤❤,1,0.9985498189926147
Ludacris verse is fire,1,0.9834600687026978
love you Justin Bieber,1,0.9955288171768188
How' Haley doing,1,0.6455178260803223
Are we going to ignore drake in the video,0,0.8373329043388367
WAS TODAY YEARS OLD WHEN FOUND OUT THAT DRAKE WAS IN THIS VIDEO,0,0.9378013610839844
Old is gold 🤠🪙,1,0.900065004825592
sometimes think about how crazy his impact is like he’ quite literally legend,1,0.9379846453666687
2010:baby baby baby 2015:sorry sorry sorry 2020:yummy yummy yummy,0,0.8746313452720642
Love from India 🇮🇳 ♥️,1,0.9978892207145691
Hey guys checkout Lisa from Blackpink song Money.,1,0.837229311466217
2010: baby baby baby 2015: sorry sorry sorry 2020: yummy yummy yummy,0,0.8682909607887268
In 2023 we are still here 😭😭😭,0,0.9950833916664124
It' tradition to dislike this video,0,0.9956680536270142
Camera man needs an Oscar😮,0,0.8712696433067322
This song is older then me,1,0.5256562232971191
No one would expect this to be the 4th most disliked video,0,0.9826778173446655
Baby baby oh like baby baby baby,1,0.9951072931289673
The best romantic lyric🥰. My heart beating to million for second when listen this music👌🎤🎶♥️❤,1,0.9978243112564087
He was so young 😢😮😊,0,0.9833358526229858
Just culinary,1,0.9211772084236145
"When was younger everybody was hating on him and this song because it was ""annoying"". always found it enjoyable and think Ludas part is fire to this day.",0,0.6682995557785034
2009-infinity Love you always Justin ❤,1,0.997076690196991
2023 😁,0,0.9919434189796448
❤❤❤❤ been stuck in my head,1,0.9932172894477844
How many Indian public ❤ this song,1,0.9957005381584167
"🎉Are you able to do,it slow also want my love",1,0.9211464524269104
2033,0,0.5741873383522034
"İ was 13 then, now ’ 26🥹😞",0,0.9855934977531433
We getting older and hate it…..😞,0,0.9955719709396362
3:39 my favourite part,1,0.9748064875602722
2023 Always cool❤,1,0.9979293942451477
Love you❤❤❤❤❤❤❤,1,0.9970757961273193
was even born when this song came out-,1,0.5330454111099243
This video has 15 million dislikes why,0,0.997889518737793
Justin can’ you see she dose not like you bro let her be alone,0,0.9622371196746826
don' know why am listening this song 🔥,0,0.9958341121673584
Si❤❤❤❤❤❤❤❤❤,1,0.9960866570472717
How many people are Growup with these song?❤❤,1,0.9940376281738281
❤ love this song & ❤ this Justin beiber,1,0.997448205947876
1:14 Is he Drake?,0,0.698503315448761
2025:happy happy,1,0.9967943429946899
My favorite song love that song,1,0.9964377284049988
Dear justin sorry for hating you for no reason 😢 i am sorry. love you now ❤,0,0.9759582877159119
"This is song basically. just sort of know the way he sung, the actors just kind of acted, the dancers danced but it was all just basically video. What video and have to say, this is truly one of the songs ever made.",1,0.9875697493553162
Who is sing song this year hit like...❤,1,0.9975693821907043
love this song,1,0.99599689245224
oh sdd,0,0.9919520020484924
Who back in 2023,0,0.6011757254600525
who still loves justin in 2023 :()))) meeeeee,1,0.986696183681488
Childhood love❤❤❤,1,0.9959475994110107
Loveyoume😿😽meshow.boy😘😙😚💋💋💋💋💋💋,1,0.9965772032737732
Old but gold song ❤️❤️❤️❤️❤️,1,0.9975866675376892
Still my Favourite song,1,0.9918310642242432
This song will never get old ❤❤✨ Agree?,1,0.9972540140151978
Still don’ get the reason why this has over 10 million dislikes,0,0.9967070817947388
Beautiful,1,0.9962217211723328
Anyone 2023!!,1,0.8280667066574097
This song will remain as one of Gen ' most iconic song ever.,1,0.981404721736908
Baby justin is everything 💞,1,0.9938592314720154
Who can listen it in 2023,1,0.5205626487731934
Road to 3 billion views 🤘🤘🤘,1,0.6181323528289795
15 Dec 2023,0,0.5087534189224243
Masterpiece fr,1,0.9944054484367371
How many couple listen this song in 2023🎉🎉,1,0.752968966960907
2023 still listen this song ❤,1,0.9960529208183289
Luda Chris from fast five,1,0.8871198296546936
Love from india 🚩🕉️❤️❤️,1,0.998373806476593
Beaver,1,0.5088942050933838
Luda. When was 13 had my first love there was nobody that compared to my baby and nobody came between us or could ever come above she had me goin crazy oh was star struck she woke me up daily don’ need no starbucks she made my heart pound and skip beat when see her in the street and at school on the playground but really want to see her on the weekend she know she got me dazing because she was so amazin and now my heart is breakin but keep on sayin baby baby baby oooh,1,0.7761380076408386
Who came here to see if it really was drake.,0,0.5341593623161316
The girls ass is kind of small.,0,0.9642614126205444
2.994 Billion views .. its wonderful .. please go to 2.998 Billion views .. Naman,1,0.9973616003990173
This song defines an era love it or hate it. Never was there teenage girls going crazy over kid,0,0.6247854828834534
my fav part is 0:28 to 0:35 or 0:36,1,0.9528189301490784
10 year ago 😢,0,0.9867914319038391
came for dislike. And ' out now.,0,0.9909098744392395
Justin Bieber is best singer for whole world❤❤,1,0.9970760941505432
My cousin has crush on him,1,0.9659932851791382
Who Is keep listening this song in 2099 hand up 😂,0,0.8165680170059204
@Justin Bieber want you are kids!,1,0.9382104873657227
"be stroking my shit, be jackin my shit",0,0.9666751623153687
My sister listened ' Brazilian but this song is top!,1,0.9886665940284729
baby oh baby baby oh,1,0.9946134090423584
Chat is this real ?,0,0.770296037197113
"30 July , 2023",0,0.5306637287139893
Did know this vid has over 18 million dislikes,0,0.9979872107505798
"do not know why but even in 2023, like 8 years after i have heard the song, my first reaction is internal screaming. Like why is that my minds first reaction?",0,0.9829555153846741
He looks so young 13 years ago ❤,1,0.993807852268219
Ohhhh!&,1,0.5702508091926575
Justin Bieber my favorite songs about Fans about his songs of Fans about his songs about,1,0.9816513061523438
"Nostalgia can' hit harder, this reminds me of good old school days",1,0.9812895655632019
This song is ass😂,0,0.9935264587402344
This is my favorite song bye Justin,1,0.9946205615997314
2010 was 13 yrs ago..,0,0.6542507410049438
❤ it keep it up Awesome Music By The Way,1,0.9985496997833252
Realised today that Drake was in this video too,1,0.6175046563148499
2023 Where are the listeners?,0,0.7317261099815369
"stay here and wait till the day it hits 2,999,999,999 views its amazing and happy and finally hit 3B ( Siuuuuuuuuuuu 🍀💚) 8/8/2023 3B views.",1,0.9944489598274231
3:08,0,0.5112844705581665
Anyone here after Rodrick' cover of this song? 😂,0,0.8823296427726746
This is kid but in future he don' know what can happen,0,0.8027223944664001
The old days of early 2000 Where are my early 2000s gang at 😭 ⬇️,0,0.9892301559448242
Justin Bieber really love you baby song baby baby baby oh you are the best figure is whole wide whale,1,0.9920954704284668
This song can change my mood 😊❤,1,0.9972125291824341
Forever 💞,0,0.926470160484314
0:28 this song is almost older then me😅,0,0.6509415507316589
Who is here before 3 billion ?,0,0.7621971964836121
Justin bieber the best video,1,0.9944288730621338
Love justin ❤ the one who hated by the world without doing any crime still never forget to make his fans smile and love ❤ You may the most hated person on pop history but at the same time you are the most loved person by your 7.17 crore fans ❤ whatever may be the situation we will always stan for you ❤ whenever you are breaking down just remember one thing your still the biggest Pop star in the world and you will be ❤❤❤❤Just love ❤ and hug for you and brother Justin❤,1,0.990804135799408
most manliest pop listener (non-michael jackson):,1,0.696588933467865
"That video by Degenerocity really got me listening back to this like ""damn this pretty fire"".",1,0.7819676399230957
Who just randomly remember this song and came back? 😂😂,0,0.5258784890174866
3B views soon!,1,0.8612311482429504
Find out the truth you tell the little guy ask you take picture of you did and know truth you told her father dreams of to be Taylor Swift,0,0.6913150548934937
I DO NOT KNOW why people hate this song it good,1,0.6862020492553711
It' already 13 years ago,0,0.6189005970954895
